movie,scene,starttime,endtime,startsec_adj,endsec_adj,startTR,endTR,text
3,44,07:47,08:11,422.471,446.471,283,298,"It was about a woman, and at first it seemed like she was having anniversary dinner with her husband, her husband, but she was angry with him, because he didn't wanna relax and have a drink with her on their anniversary, because he said he had, he was on call."
3,47,08:11,08:23,446.471,458.471,299,306,"But then she was angry, because he was just a computer analyst, and he, so he didn't really need to be totally uptight about having a drink, "
3,49,08:26,08:38,461.471,473.471,309,316,"and then she insulted him and said they would have mechanical sex, which turned out to be revealing, because then he was a robot."
3,51,08:38,08:40,473.471,475.471,317,317,She turned him off.
3,48,08:40,08:46,475.471,481.471,318,321,"Oh, after he lit a cigarette, which made her mad, she turned him off, "
3,53,08:46,08:53,481.471,488.471,322,326,"and then she went to her computer to order a new replacement boyfriend, husband,"
3,"54, 55",08:53,09:08,488.471,503.471,327,336,"and she wanted a rock climber masseuse with more ambition, because the 100 series didn't have enough ambition, and he was 100 series, but she was getting like 300 series rock climber masseuse, "
3,57,09:08,09:14,503.471,509.471,337,340,"and then, so the two women came, and  the women looked really similar for some reason."
3,"60, 61",09:14,09:22,509.471,517.471,341,345,"They came and they delivered the new husband, and then she turned him on and like put the ring and stuff."
3,"58, 59, 60, 61",09:22,09:34,517.471,529.471,346,353,"Before they took away her old husband, she gave him a kiss, and then she took the ring off and put it on her new husband and turned him on, "
3,62,09:34,09:42,529.471,537.471,354,358,"and then she asked him if he wanted a drink, but he said no, because he had a big rock climb the next day."
3,63,09:42,10:00,537.471,555.471,359,370,"And then earlier when she was eating dinner with her original husband, she had said something about asparagus being an aphrodisiac, and then the new husband said the same thing about the asparagus, and then he said it was tender, something the old husband had said."
3,65,10:00,10:10,555.471,565.471,371,377,"And then the new husband went to give her a massage on her shoulders and asked her about her day, and she was telling him about how she bought a new husband, "
3,"66, 67",10:10,10:19,565.471,574.471,378,383,"but then while she was telling him that, he turned her off, and it turned out she was also a robot, and then he went to smoke a cigarette and watch TV."
4,72,10:27,10:47,582.471,602.471,389,402,"The fourth movie was the Shoe, and there was a guy, and he was just kind of relaxing and leaning against his car, and then this old guy, not old guy, this guy came, and he was like, ""Get off my car"" basically, but he didn’t say that out loud."
4,"73, 74",10:47,10:59,602.471,614.471,403,410,"And then, so the guy was walking down the sidewalk, and then he noticed this girl across the street from him, walking down the sidewalk in the same direction, and she was doing all the same stuff as him,"
4,76,10:59,11:07,614.471,622.471,411,415,"so then they were like walking down the sidewalk goofing around, and making goofy faces."
4,77,11:07,11:22,622.471,637.471,416,425,"So then the girl realized that he was about to walk to the edge of the sidewalk and walk into the street where a car was coming, so she was putting her arms up to tell him to stop, but he thought that they were still playing the game."
4,"78, 80",11:22,11:32,637.471,647.471,426,432,"And then he walked out in front of the car and got hit by the car, and then his shoes came off, and they flew all the way down to, "
4,69,11:32,11:43,647.471,658.471,433,439,"at the beginning when they first showed the title of the movie, like where, where they, how they got there, and it showed a pair of shoes, "
4,4000,11:43,11:54,658.471,669.471,440,446,"and then you find out those were his shoes, and how they got there was that he got hit by a car, because he was goofing around and not paying attention."
6,"112, 113",12:01,12:23,676.471,698.471,452,466,"The sixth movie was The Rock, and that was about this big boulder with a nose and arms and legs, and you could see him sitting from, starting from when there were dinosaurs and like ice age and stuff and the wind’s eroding him away and things like that."
6,114,12:23,12:39,698.471,714.471,467,476,"Until eventually, and he was kind of sleeping peacefully, until one day there were some people with axes next to him, and they disturbed his sleep,"
6,115,12:39,12:48,714.471,723.471,477,482,"so he walked over to this barn, and he wanted to, no, he walked over to a hill, and next to the hill was a little puff of dirt, and he used it as a pillow."
6,116,12:48,13:06,723.471,741.471,483,494,"So he laid down to go back to sleep, but then some guys came and they tugged him away, and they shaped him into like a little circle they used in the mill for making flour, but then, and he was doing that for a while."
6,116,13:06,13:11,741.471,746.471,495,498,"And then a bunch of time passed, like in the window you see time passing,  "
6,"117, 118, 119",13:13,13:25,748.471,760.471,500,507,"and then, but then some soldiers came, and they took him and turned him into a cannonball, and they used him in what was looking like the American Revolution or something, "
6,"120, 121",13:25,13:37,760.471,772.471,508,515,"and then the cannonball, as a cannonball he kind of broke into little pieces, and he fell down into the bottom of the ocean, and then he walks up on shore, "
6,"126, 127, 128",13:40,13:51,775.471,786.471,518,524,"and he was turned into, he was smaller, he kept kind of rolling around."
6,"128, 129",13:51,14:04,786.471,799.471,525,533,"He tried to get some sleep on the street by going underneath a flyer, but then he was rolled over by a steamroller, "
6,"129, 130, 131, 132, 133",14:05,14:22,800.471,817.471,535,545,"so he turned into a really tiny pebble, and eventually he turned into a piece of sand, and then him and a bunch of other sands were scooped up and they were turned into metal on a satellite."
6,"134, 135, 136",14:22,14:45,817.471,840.471,546,560,"And the satellite got launched into space, but then it went too far into space, and it crashed into this other planet, but then on that other planet, he like turned, like weather and stuff built him up, and then he was turned back into a really big rock."
7,7000,14:47,15:01,842.471,856.471,563,571,"And then the next movie was The Prisoner, and this guy, I guess woke up or something, and he was, or, there's a guy, and he's on this island."
7,138,15:01,15:19,856.471,874.471,572,583,"And he doesn’t know where he is, so he asks, he asks a couple different, oh he sees a woman and a man near this like cafe, and he asked them where they, where he is, and they don’t really explain."
7,142,15:19,15:34,874.471,889.471,584,593,"It’s just like the town, and so he kind of looks around, and he's trying to figure out where he is, but he sees a map, and the map is next to this kind of phone directory, "
7,"143, 144",15:34,15:51,889.471,906.471,594,604,"and he presses the button for a taxi, and he asks the taxi to take him to the next town, but the taxi says it’s local only, so she just takes him as far as he can go, which ends up being outside of this grocery kind of general store,"
7,146,15:52,16:07,907.471,922.471,606,615,"and she asks him for two credit units, but he doesn’t have any, so she says he can pay her later, and she says, “Be seeing you,” which ends up being a thing that seems to be a thing that everybody says."
7,147,16:07,16:21,922.471,936.471,616,624,"And so the guy goes into the store, and the grocer or clerk is speaking in a weird language to the woman who he's ringing up, and she gets pineapple."
7,148,16:21,16:28,936.471,943.471,625,629,"Then, so it’s the man’s turn, and he goes, and he asks the grocer for a map, "
7,149,16:31,16:46,946.471,961.471,632,641,"and the map, the man, the grocer gives the man a black and white map, and on the map it’s just the town where they, the village, it’s surrounded by mountains, I guess some mountains, maybe, and it’s surrounded by mountains."
7,150,16:46,16:56,961.471,971.471,642,648,"And then the man asks for a larger map, and the grocer gives him a color map, and he says it’s…"
7,"150, 151",16:57,17:09,972.471,984.471,649,656,"and on this map you can see also the ocean and the mountains, but it’s only as big as they get, so the man says, “That’s not what I meant,” to the grocer, who says, “We only have local maps, sorry.”"
7,153,17:09,17:23,984.471,998.471,657,666,"And then the man just kind of leaves, so he says, “Be seeing you,” like the woman did earlier, and he makes a kind of like “okay” symbol with his hand, like an okay combined with a six."
7,-1,17:23,17:25,998.471,1000.471,667,667,Then..
7,153,17:31,17:34,1006.471,1009.471,672,673,"the man goes outside, and I think it ends."
-1,-1,17:35,17:37,1010.471,1012.471,675,675,The next movie was …
8,155,17:44,17:50,1019.471,1025.471,681,684,"Black Hole, and a guy in an office is making photocopies."
8,156,17:50,17:58,1025.471,1033.471,685,689,"The copier prints out, or scanning, the copier prints out a piece of paper with a big black circle on it,"
8,"157, 158",17:59,18:12,1034.471,1047.471,691,698,"and the guy is drinking a cup of water or whatever, and he puts the cup down on the table, on top of the paper, but it goes inside the hole, and then he reaches his hand into the hole and takes the cup out."
8,159,18:15,18:21,1050.471,1056.471,701,704,"So then he starts testing it on other stuff, and he holds the paper up and he reaches his hand through it,"
8,160,18:21,18:27,1056.471,1062.471,705,708,"and he puts the paper onto the front of a vending machine, and he reaches through, and he gets the free chocolate bar, "
8,162,18:27,18:38,1062.471,1073.471,709,716,"so then he decides to put it on the front of a safe, and he reaches through, and he gets money, then he gets more and more money, and he gets really excited."
8,163,18:38,18:47,1073.471,1082.471,717,722,"So he tapes the paper to the front of the safe, and he like reaches in to get the last bits of money from the back, but he accidentally goes all the way in, "
8,"163, 164",18:48,18:54,1083.471,1089.471,723,726,"and then the paper falls off the front of the safe, so he's stuck inside the safe."
9,"168, 169",18:56,19:13,1091.471,1108.471,729,739,"And then the next movie was Post-It Love, and there are two people making, a girl and a guy, and they're making photocopies next to each other, or they're separated by a wall, and then they see each other, and I guess they fall in love."
9,-1,19:13,19:17,1108.471,1112.471,740,742,"So the, "
9,"171, 174",19:19,19:33,1114.471,1128.471,744,752,"one day the guy opens up this blue folder, and it has a smiley face made of post-its in it, which it turns out was sent by the girl, and then the girl sees something made of post-its, but I can’t remember what it was. I missed it."
9,175,19:33,19:42,1128.471,1137.471,753,758,"and then the guy is in the bathroom, and on the door there's like a thought bubble with a heart in it,"
9,176,19:43,20:00,1138.471,1155.471,760,770,"and then the girl goes into the office supply closet to get more post-its, and then there's, when she pulls on the light switch, there's lined up with her hand a really big flower with yellow, a big yellow flower."
9,"177, 178",20:00,20:24,1155.471,1179.471,771,786,"Then she gets more post-its, and she’s about to make another post-it thing for the guy, and she sees he made this huge mural of post-its with their faces in a heart, or their faces with little hearts, and they're both in it, "
9,177,20:26,20:36,1181.471,1191.471,789,794,"and also when she comes out of the closet there's a little sign that says, “Please use stationary for work purposes only,” which is I guess they're not allowed to pull those out."
-1,-1,20:42,20:50,1197.471,1205.471,799,804,"The post-its, the rock, the prisoner, the black hole, "
10,182,20:51,21:06,1206.471,1221.471,805,814,"and then the last movie was the Bus Stop, and there was a guy waiting at a bus stop, and it was really hot, and he was listening to music from his phone, no he was listening to music with white headphones, and he had ice cream in a plastic bag."
10,183,21:06,21:12,1221.471,1227.471,815,818,"And then a woman pulls up in a car, like caddy corner from him, "
10,"183, 185 ",21:12,21:26,1227.471,1241.471,819,828,"and there’s a phone, a phone, a payphone, and she goes to use it, but she leaves her car door open, and her car is like moving down the street, but she doesn’t even notice or do anything."
10,186,21:26,21:40,1241.471,1255.471,829,837,"Well she notices, she looks at it, she doesn’t do anything about it, and then she can't use the payphone for some reason, like she doesn’t have any money or something, so she asks the guy to borrow his phone, and she's like, “I’m not gonna steal it.”"
10,"187, 188",21:40,21:51,1255.471,1266.471,838,844,"But then as she's using it, she like goes across the street, and then she's asking some guy on the phone, “Where is she?” and then she's like, “I'm gonna call the police,”"
10,189,21:51,21:54,1266.471,1269.471,845,846,"and then she gets really mad, and she throws the guy’s phone on the ground and breaks it."
10,190,21:54,22:01,1269.471,1276.471,847,851,"So the guy’s like, “Can I have sixty dollars for my phone?” but she doesn’t really listen to him."
10,"191, 192",22:01,22:10,1276.471,1285.471,852,857,"She just ignores him, and then she says, “Oh he's here,” and this guy, British guy, pulls up in a car."
10,197,22:12,22:19,1287.471,1294.471,859,863,"And she goes up to him, and she's like, “Where is she? Where is she?” and the guy’s just like, “Calm down,” or whatever."
10,-1,22:19,22:25,1294.471,1300.471,864,867,And then the..
10,197,22:25,22:45,1300.471,1320.471,868,880,"other guy, who had the ice cream, is, comes up, and he's just kind of like, ‘cause he wants his money, and the, the guy, the guy who pulled up who’s a magician asks the woman, “Who is that guy?” and then she says, “He's my friend.”"
10,198,22:45,22:50,1320.471,1325.471,881,884,"But then, and then the guy’s coming up, the magician’s coming up to the guy, "
10,198,22:50,23:01,1325.471,1336.471,885,891,"so the other guy’s kind of scared, but he's like, “Oh we’re not friends. I just lent her my phone, and I just want sixty dollars to replace my phone,” but the magician doesn’t really do anything."
10,200,23:01,23:10,1336.471,1345.471,892,897,"And then the woman, she has a paper bag, and all of a sudden, she pulls a gun out of it."
10,-1,23:10,23:19,1345.471,1354.471,898,903,"And then, oh, before that, the guy, the ice cream guy, no before that, "
10,198,23:19,23:36,1354.471,1371.471,904,914,"when the guy, when the guy explains, the ice cream guy explains that he's not her friend, the man asks the woman, the magician asks the woman, “Did, did you tell him who I was?” and she's like, “Nobody cares.”"
10,199,23:36,23:48,1371.471,1383.471,915,922,"But then the ice cream guy realizes that that guy, the magician is a magician from some casino, and the woman is his assistant, "
10,"200, 201",23:50,24:00,1385.471,1395.471,925,930,"so anyway the woman pulls out the gun later, and then the magician gets a gun through magic, I guess, through slight of hand, "
10,201,24:03,24:08,1398.471,1403.471,933,936,"and they hold up the guns at each other, and the other guy is just standing there and doesn’t know what to do."
10,-1,24:08,24:17,1403.471,1412.471,937,942,"And then I can't remember what happens, but "
10,204,24:20,24:23,1415.471,1418.471,945,946,"for some reason the woman goes over to the trunk of the car, "
10,207,24:25,24:40,1420.471,1435.471,948,957,"oh she opens it and seems like kind of horrified about what she saw, which I think is supposed to be the girl who she was looking for, who it turns out the magician turned into a dog, I think by accident."
10,-1,24:41,24:46,1436.471,1441.471,959,961,"And then the woman, uh"
10,206,24:47,25:03,1442.471,1458.471,963,972,"and then the magician is showing the ice cream guy this little coffin that has like a maybe, looks like a dead frog or a frog skeleton or a mouse or something gross in it and the background was a cross, "
10,"206, 208, 209",25:03,25:13,1458.471,1468.471,973,979,"and he tries to recite this spell, I think to make him go to sleep, to make the ice cream guy go to sleep, but instead turns him into a dog."
10,"210, 211, 212",25:14,25:25,1469.471,1480.471,981,987,"And while the magician’s looking at this piece of paper with the spell on it to try to figure out what he did wrong, the woman shoots him, and then he shoots her."
10,214,25:26,25:38,1481.471,1493.471,989,996,"And the other girl, the girl who the woman might’ve been looking for, who was turned into a dog, comes up to the guy who’s a dog, also dog,"
10,"213, 215",25:39,25:53,1494.471,1508.471,997,1006,"and the guy who turned into, the ice cream guy, dropped his ice cream, which was all melted, and then he was licking it like a dog on the street, and the girl came up, and they were sniffing the ice cream and both sniffing each other I guess and barking, "
10,216,25:53,26:02,1508.471,1517.471,1007,1012,"and then they, they walk away, or they walk like dogs down the street."
-2,-2,26:51,26:52,1566.471,1567.471,1045,1045,I'm done.
