movie_num,scene,starttime,endtime,startsec_adj,endsec_adj,startTR,endTR,text
5,"100, 103",14:34,14:41,830.882,837.882,555,559,"And so as he's going up the ladder, then Sara comes to see this guy she likes, I think his name is Sam maybe."
5,"103, 104",14:41,14:50,837.882,846.882,560,565,"And she sees the dead body, and Keith dragging it, and she faints, but she doesn’t die, because she's not near the stairs."
5,105,14:50,14:57,846.882,853.882,566,569,"And then he throws the other guy out the window, and then he is on the ladder."
5,106,14:57,15:04,853.882,860.882,570,574,"And there's this new guy who’s like mopping the floor, and he sees him, and Keith’s like balancing on the ladder."
6,6000,15:08,15:10,864.882,866.882,578,578,And then there's a clip about a rock.
6,6000,15:11,15:20,867.882,876.882,580,585,"And the rock starts out like a little, a big mountain, it's sleepy, and it goes through all its life cycle of the rock."
6,111,15:20,15:28,876.882,884.882,586,590,"And so first it’s this big rock, mountain rock, and there's like dinosaurs and stuff."
6,"112, 114",15:28,15:35,884.882,891.882,591,595,"And then he goes to sleep, and he wakes up, and there's like a guy cutting down a tree on top of the rock."
6,114,15:36,15:43,892.882,899.882,596,600,"And he's trying to go back to bed, but the like construction is making a lot of noise, or like go back to sleep, and so the."
6,115,15:44,15:53,900.882,909.882,602,607,"The rock can't sleep, so he like picks up and moves, and he moves to this other spot, where he's sort of on the side of a bigger rock."
6,116,15:53,15:57,909.882,913.882,608,609,"And then these guys come and get him, so they can turn him into a wheel."
6,116,15:57,16:11,913.882,927.882,610,619,"And so they shave him down, and then he's like in sort of this like, not a factory, but like a place, and he's like being spun around."
6,-1,16:11,16:19,927.882,935.882,620,624,And what is it called? I don’t know.
6,-1,16:19,16:22,935.882,938.882,625,626,"Like near, I don’t know, whatever,"
6,116,16:22,16:24,938.882,940.882,627,627,and the rock is being spun around.
6,"117, 118, 119",16:26,16:37,942.882,953.882,630,636,"Then some army people come in to get him, and then they make him into a cannonball, and he's like shot at the ship, and he breaks the ship’s mast."
6,120,16:38,16:41,954.882,957.882,638,639,And then he falls down in the water.
6,121,16:41,16:52,957.882,968.882,640,646,"And he becomes, every time he gets a little bit smaller, and he turns into like a little pebble, and then he washes up on the shore or something,"
6,123,16:52,17:01,968.882,977.882,647,652,"and this scientist finds him, ‘cause he has like a, you know, some sort of record of an insect or something in the side of him that broke off."
6,"124, 125",17:02,17:08,978.882,984.882,654,657,"And so then he's in a museum, and this kid runs up and slams on the glass door, and he falls out the back."
6,126,17:09,17:15,985.882,991.882,658,661,"And then he goes outside, and then somebody kicks him around."
6,130,17:15,17:24,991.882,1000.882,662,667,"And then he becomes sort of sand, and he gets to sleep a bit."
6,"131, 133",17:24,17:27,1000.882,1003.882,668,669,And then the sand gets sucked up and gets made into glass.
6,134,17:28,17:34,1004.882,1010.882,671,674,"And he's shot up in this rocket, and it’s this, he's like part of the lens or something."
6,135,17:34,17:40,1010.882,1016.882,675,678,"And then the rocket hits like an asteroid, and then it like breaks or something, and it falls onto this planet."
6,136,17:41,17:48,1017.882,1024.882,680,683,"And then it’s like stormy planet, and he becomes a big mountain again, and he gets to sleep."
6,136,17:49,17:52,1025.882,1028.882,685,686,And then there's like trees and green stuff growing.
9,"167, 168",17:55,18:08,1031.882,1044.882,689,697,"Then there's a clip about Post-It Love, where there's this guy and this girl who work in the same office, and they, they're sort of in nearby cubicles."
9,"170, 171",18:08,18:20,1044.882,1056.882,698,705,"And the guy sits at his desk, and he's sees this paper, and blue paper, and he opens it up, and there's a smiley face of like two eyes and a mouth made out of post-it notes."
9,9000,18:21,18:30,1057.882,1066.882,706,711,"And then he and the girl send post-it like cute messages back and forth, like making drawings and things."
9,174,18:30,18:40,1066.882,1076.882,712,718,"And so he puts a like, she raises the blinds, and there's like a sun made out of post-it notes on her window."
9,175,18:41,18:56,1077.882,1092.882,720,729,"And then he goes into the bathroom, and he's looking at the mirror, and one of the stalls a guy goes into, and there's like a thought cloud with a heart in it, like just attached to his head while he's looking at the mirror."
9,176,18:57,19:06,1093.882,1102.882,730,735,"And then he, she goes into a closet, and she turns on the light with one of those dangling chains."
9,176,19:06,19:15,1102.882,1111.882,736,741,And then there's like a bouquet of flowers that looks like she's holding from her hand being up holding the chain.
9,177,19:16,19:20,1112.882,1116.882,743,745,And then she grabs like a whole armful of post-it notes.
9,"177, 178",19:20,19:30,1116.882,1126.882,746,751,"She walks down to make like a drawing for this guy on this big empty wall, except he already made a drawing of the two of them, and he's like finishing her barrette."
9,178,19:31,19:34,1127.882,1130.882,753,754,"And she walks in, and it’s both their faces."
10,182,19:37,19:44,1133.882,1140.882,757,761,"And then there's the Bus Stop, where there’s this guy who’s hanging out there, and he's super sweaty, and he's holding like an ice cream."
10,"182, 183, 184, 185",19:45,19:58,1141.882,1154.882,762,770,"And he's waiting for the bus, and this woman drives up, and she gets out of the car, and she tries to use a payphone, and it’s not working, and the car’s sort of like rolling away."
10,"185, 186",19:58,20:02,1154.882,1158.882,771,773,"And then she walks up to this guy, and she's like, “Can I borrow your phone? I promise I'm not gonna steal it.”"
10,"186, 187",20:03,20:13,1159.882,1169.882,774,780,"And the guy’s like, “Okay,” and so he gives it to her, and she calls, and she's like talking to somebody on the phone, and she's like, “I’m here.”"
10,187,20:13,20:18,1169.882,1174.882,781,783,And the guy is like watching her.
10,"187, 188",20:18,20:19,1174.882,1175.882,784,784,She looks really upset.
10,189,20:20,20:24,1176.882,1180.882,786,787,"And then she, at the end of the conversation, she throws the phone down and breaks it."
10,190,20:24,20:31,1180.882,1187.882,788,792,"And then he’s like the one who lent her the phone, and so he looks at his broken phone, and he's like, “It’s broken. Can I have sixty dollars?”"
10,190,20:31,20:34,1187.882,1190.882,793,794,And she's like not really paying attention to him.
10,"192, 195, 197",20:35,20:41,1191.882,1197.882,796,799,"Then this other car drives up, and this guy gets out, and the woman’s like, “Where is she?”"
10,"194, 197",20:41,20:54,1197.882,1210.882,800,807,"And this guy who was waiting and all sweaty with the headphones, he's walking over there, and he's like, you know, “Can I have sixty dollars?” and this guy’s like, the guy who drove up is like, “Who is that?” and she's like, “It’s a friend.”"
10,-1,20:55,20:56,1211.882,1212.882,809,809,"And then, um"
10,197,21:01,21:04,1217.882,1220.882,813,814,the woman’s still really upset and trying to figure out “Where is she?”
10,"198, 200",21:04,21:13,1220.882,1229.882,815,820,"And she gets out a gun and points it at both of them, and the guy is like, “Do you recognize us?”"
10,199,21:13,21:18,1229.882,1234.882,821,823,"And he's like, “Oh you're the magician, and she's your assistant.”"
10,201,21:20,21:32,1236.882,1248.882,826,833,"And so I guess that happened earlier, and then the guy gets out, is a magician, and he's like, makes a gun appear in his hand sort of magically."
10,201,21:33,21:35,1249.882,1251.882,834,835,And then he's pointing a gun at her.
10,206,21:36,21:42,1252.882,1258.882,836,839,And then he starts doing this sort of spell on the guy.
10,"204, 205",21:43,21:51,1259.882,1267.882,841,845,"And she goes around, the woman goes around to the trunk of the car and is trying to open the trunk, but she can't really get it open."
10,206,21:51,22:00,1267.882,1276.882,846,851,"And then he's meanwhile doing this spell, and the guy’s sort of getting all drowsy and like the ice cream all melted pours out."
10,207,22:00,22:06,1276.882,1282.882,852,855,"And then the woman opens up the trunk, and I guess whatever she sees in there makes her really upset."
10,207,22:06,22:10,1282.882,1286.882,856,858,"And I, we don’t know yet what she sees, and so she comes out."
10,210,22:11,22:17,1287.882,1293.882,860,863,"And the guy is trying to remember the end of the spell, and so he grabs a crumpled up piece of paper."
10,211,22:17,22:21,1293.882,1297.882,864,865,And meanwhile she shoots him.
10,208,22:21,22:25,1297.882,1301.882,866,868,"And the other, the guy who was having the spell be done on him sort of falls down."
10,212,22:26,22:34,1302.882,1310.882,870,874,"And the other guy, the magician sort of shoots back at the woman, and so they're both dead, the magician and his helper."
10,213,22:34,22:37,1310.882,1313.882,875,876,And the other guy sort of turns into a dog.
10,214,22:37,22:41,1313.882,1317.882,877,879,"Then we find out there's this woman in the trunk, and she had also been turned into a dog."
10,"213, 215",22:42,22:51,1318.882,1327.882,880,885,"And so the guy who’s now a dog like eats the melted ice cream, and then the girl comes out, and they're like barking to each other."
10,215,22:51,22:56,1327.882,1332.882,886,889,And then they like approach each other and sort of sniff each other like dogs.
10,216,22:56,23:03,1332.882,1339.882,890,893,"Then he rolls on his back, and then they sort of like walk away together, I mean like crawl away like dogs."
7,138,23:07,23:15,1343.882,1351.882,897,901,"There was also the Prisoner, where this guy is in this like town, and he's trying to figure out where it is, and it’s called Your Village."
7,138,23:15,23:19,1351.882,1355.882,902,904,And he is trying to figure out where it is and get out of it.
7,138,23:20,23:22,1356.882,1358.882,906,906,"And he can't like, nobody will answer him."
7,138,23:22,23:27,1358.882,1363.882,907,909,"And so he goes into this shop, and they're not really helpful."
7,"143, 144",23:27,23:39,1363.882,1375.882,910,917,"And then he goes out and he sees this map with like a light-up board, and so he presses something, and it calls a taxi."
7,144,23:39,23:44,1375.882,1380.882,918,921,"And this woman comes up, and she's talking to him in French, and she says something to him like, “ou est-ce que tu veux aller.”"
7,"144, 145",23:45,23:51,1381.882,1387.882,922,925,"And he's like, “Can you take me out of this town? Why did you speak to me in French?” and she's like, “Well it’s really international."""
7,145,23:51,23:54,1387.882,1390.882,926,927,"""I thought maybe you were like Czech or Polish or something.”"
7,"144, 145",23:55,24:01,1391.882,1397.882,929,932,"They're driving, she's like, he's trying to get her to like drive her outside of this town, and she's says it’s only a local taxi."
7,146,24:02,24:04,1398.882,1400.882,934,934,So she drops him off at this store.
7,147,24:04,24:06,1400.882,1402.882,935,935,"And he goes in this store, and he asks for a map."
7,148,24:07,24:10,1403.882,1406.882,937,938,"And the guy’s like, “Do you want black or white or color?” and he's like, “I don’t really care.”"
7,147,24:10,24:16,1406.882,1412.882,939,942,"And the guy was speaking in another language when he walks in the store, not French or English, like."
7,149,24:18,24:22,1414.882,1418.882,944,946,"And so then he asks for the map, and the guy gives him a black and white map."
7,149,24:23,24:30,1419.882,1426.882,948,951,"And it’s like not really helpful ‘cause it’s just like a map of the village with like mountains and sea, and it says like “Your Village.”"
7,150,24:30,24:34,1426.882,1430.882,952,954,"And he's like, “Can I have a larger map?” and he's like, “Well I have color, but it will be a lot more expensive.”"
7,151,24:35,24:49,1431.882,1445.882,956,964,"And he's like, “That’s okay,” and then he asks him for the color map, and he gets it, and it’s larger, but it’s actually the same map, like it doesn’t extend any further,"
7,151,24:50,24:54,1446.882,1450.882,966,967,"and he's like, “Actually I want a larger area,” and the guy’s like, “Oh no, I only have local maps.”"
-1,-1,24:59,25:01,1455.882,1457.882,972,972,Let me think what other clips there were.
-1,-1,25:29,25:31,1485.882,1487.882,992,992,I'm trying to think about the other clips.
-2,-2,25:42,25:44,1498.882,1500.882,1000,1001,"Sorry, I think that’s all I can do. I’m done."
