movie,scene,starttime,endtime,startsec_adj,endsec_adj,startTR,endTR,text
10,182,13:09,13:13,732.414,736.414,489,491,"The movie's called the Bus Stop even though, I guess he was waiting for the bus."
10,"183, 184, 185, 186",13:15,13:33,738.414,756.414,493,504,"All of a sudden this woman is in this car, and like gets out of the car, and leaves the door open, and she, I don't know if she wanted to use this payphone, anyway, she comes to talk to this man and asks him if he has a phone."
10,186,13:34,13:37,757.414,760.414,506,507,"And she's like don't worry, I'm not going to take it, blah blah blah."
10,"186, 187, 188, 189",13:38,13:51,761.414,774.414,509,516,"He gives her a phone and she's like yelling on the cell phone, I'm going to call the cops, blah blah blah, this and that, and then she's so angry and she slams the phone on the floor."
10,"189, 190",13:52,14:02,775.414,785.414,518,524,"The guy, the guy is just kind of standing there the entire time even though he sees his phone smashed on the floor, and then he comes, he goes, and checks it, and he's like it's broken."
10,"190, 194",14:03,14:20,786.414,803.414,525,536,"And the woman just doesn't pay attention to him at all, but he's, he doesn't seem so upset, but he just follows her because he wants money, he wants her to pay him 60 dollars for the phone so he can get a new phone."
10,185,14:22,14:28,805.414,811.414,538,541,"Meanwhile her car has been I think moving the entire time, anyway."
10,"192, 194",14:29,14:44,812.414,827.414,543,552,"Eventually this car pulls in, and this guy comes out of the car, and the woman is walking towards the man and the main guy at the, with the headphones, is following the woman."
10,"195, 196, 197",14:46,14:49,829.414,832.414,554,555,This guy gets out of the car and he starts interacting with the woman.
10,198,14:49,15:04,832.414,847.414,556,565,"The old man, he's an older man, and he's clearly upset that this other guy is there, he's like, what do you know about me, blah blah blah, and she's like, nobody knows who you are, and they're having a heated, well she's very upset, "
10,198,15:05,15:14,848.414,857.414,567,572,"and the guy's like no no no I don't know who, oh, the girl's like oh he's just a friend and he's like mehh, not really, I just want money for my phone, I don't know anything."
10,"197, 200, 201",15:15,15:32,858.414,875.414,573,584,"And then, she takes out like a gun and he takes out a fake gun, the woman is wondering where somebody is, she's like where is she where is she, what did you do to her, something like that."
10,199,15:32,15:41,875.414,884.414,585,590,"Anyway, the old man, oh the main guy is like oh I know who you are, you're a magician and you're the assistant."
10,"202, 206, 208, 209",15:42,15:59,885.414,902.414,591,602,"And um meanwhile they're like pointing guns at each other and then actually the magician guy hypnotizes the main guy, and it doesn't go right, but he ends up turning into a dog."
10,213,16:00,16:01,903.414,904.414,603,603,He ends up behaving like a dog.
10,"209,  211, 212",16:02,16:11,905.414,914.414,605,610,"His ice cream melted, it's all over the floor, and the two, and the magician shoots the assistant, the assistant shoots the magician."
10,"205, 207",16:12,16:24,915.414,927.414,611,618,"Oh also before, while the guy was being hypnotized, the woman checks the trunk of the car, and is so upset, that's why she shoots the magician."
10,207,16:25,16:27,928.414,930.414,620,620,She's so upset at what she sees in the trunk.
10,10000,16:28,16:38,931.414,941.414,622,628,"And I have an i-, I think that what she sees in the trunk is the person she was looking for, the woman she was looking for turned into a dog, I think, "
10,214,16:38,16:53,941.414,956.414,629,638,"because when the main guy's a dog, this other woman dog who's wearing what looks like uh the clothes that you would wear at the hospital, like a gown, a hospital gown, is also a dog."
10,215,16:53,16:55,956.414,958.414,639,639,And then they're like hanging out.
10,216,16:56,16:59,959.414,962.414,641,642,"In the end the guy seems happier, because now he has a friend."
10,"215, 216",16:59,17:08,962.414,971.414,643,648,"He just didn't seem very happy before, now I don't know, these two dogs, this woman and this man, are just like hanging out and playing with each other."
-1,-1,17:10,17:13,973.414,976.414,650,651,"All right, next movie, let's see."
6,6000,17:22,17:24,985.414,987.414,658,658,"Oh my gosh, there's one with a rock."
6,"111, 113",17:25,17:30,988.414,993.414,660,662,"So it starts being a mountain and it transforms, transforms, transforms with time."
6,"111, 112",17:31,17:34,994.414,997.414,664,665,"It has eyes, so this is also an animated movie."
6,"113, 117, 134",17:35,17:52,998.414,1015.414,667,677,"And yeah, just we follow the life of this rock, this mountain, as it goes on and on and on with time and it goes to different places with technology, and in the end it goes into space, so."
6,"112, 115, 122, 136",17:53,18:00,1016.414,1023.414,679,682,"You know, and the whole time, this piece of rock just wants to sleep, it just wants to sleep."
6,"116, 132, 136",18:01,18:10,1024.414,1033.414,684,689,"And it goes into this fan and it goes into I don't know, a factory I guess, and it gets handled so much and it's so tired at the end."
6,"124, 126",18:11,18:21,1034.414,1044.414,691,696,"Oh it's in a museum, it gets kicked like a pebble on the street, so much stuff happens to it and it's so tired and it just wants to sleep."
6,136,18:24,18:27,1047.414,1050.414,699,700,I think in the end it does sleep. I don't remember.
3,3000,18:30,18:36,1053.414,1059.414,703,706,"Oh my gosh, okay, actually the third movie, I'm pretty sure, was the Boyfriend, and this was so creepy."
3,42,18:36,18:49,1059.414,1072.414,707,715,"Okay so there's this, it starts with something about ambition, I don't know why it said ambitious on the screen, it said it, in text, "
3,43,18:49,19:00,1072.414,1083.414,716,722,"but anyway, this woman and this man are at the dinner table and they're like wealthy, I don't know, they're having this fancy dinner, the kind of dinner that like one of them is on one side of the long table and the other on the other, "
3,43,19:01,19:11,1084.414,1094.414,724,730,"and they're eating like asparagus and you can hear like the click, like the clicking of the like fork and knife as they cut their food."
3,43,19:12,19:20,1095.414,1103.414,731,736,"And they're being very like formal, and they're referring to each other as dear and it's their anniversary."
3,44,19:21,19:29,1104.414,1112.414,737,742,"And she's clearly very, well she's very upset because she wants to pour him wine, and he can't because he's on call."
3,44,19:31,19:32,1114.414,1115.414,744,744,I guess he's a doctor or something.
3,"45, 46",19:33,19:50,1116.414,1133.414,745,756,"And then he's like you know I can't drink when I'm on call, and she's so upset and she just chugs her wine and then pours herself another glass, and she's so disappointed in him, and he is like, the asparagus is so tender, dear."
3,46,19:50,19:57,1133.414,1140.414,757,760,"And she's like yeah, it's an aphrodisiac, and he's like, why do you say that, and she's like, well that's just what people say."
3,"46, 47",19:58,20:06,1141.414,1149.414,762,766,"And he's like oh, and she's sooo angry at him because I guess she wants to have sex, and he's so cold or something."
3,48,20:07,20:17,1150.414,1160.414,768,774,"And then she's like, she like pours her water glass on his face, and he's so angry and he starts smoking."
3,47,20:18,20:35,1161.414,1178.414,775,786,"She also, she's like uh just like I don't even know why you can't drink, going from stupid dinner to stupid conversation, stilted conversation, if I'm lucky, to make short mechanical sex, "
3,48,20:36,20:45,1179.414,1188.414,787,792,"which ended up being interesting, because, well that's when he starts smoking and she's so upset, she's like you do NOT smoke in my house, and puts out his cigarette."
3,48,20:45,20:46,1188.414,1189.414,793,793,But he lights another one.
3,"49, 50, 51",20:47,21:01,1190.414,1204.414,795,803,"And she's so angry, but then she goes over to him, and she's like I'm so sorry for what I said, probably referring to the sex comment, I'm so sorry I didn't mean it, and she's massaging his head, caressing his head, and then, turns him off."
3,51,21:01,21:03,1204.414,1206.414,804,804,"Okay, so he's a robot, so that's weird."
3,52,21:04,21:11,1207.414,1214.414,806,810,"And then she goes, like just lets go and like just puts her feet on the dinner table."
3,53,21:12,21:18,1215.414,1221.414,811,814,"And then actually goes online, or to her computer, and actually checks out another robot."
3,53,21:19,21:28,1222.414,1231.414,816,821,"So now she's thinking about getting another robot, and this one is clearly just like not as um I don't know, formal-looking as the last one."
3,54,21:29,21:42,1232.414,1245.414,823,830,"Um I don't know if his name was Paul or something, anyways, she calls this company, robot company, and she's like oh I'm not satisfied with my current product."
3,54,21:43,21:54,1246.414,1257.414,832,838,"And they're like oh I'm so sorry, what's the problem, she's like, oh I don't remember what she said but I don't remember what she said, but it was something like he lacks a sense of adventure or something."
3,54,21:55,22:03,1258.414,1266.414,840,844,"And they're like, oh yeah that's a common problem or fault or with that model."
3,54,22:04,22:08,1267.414,1271.414,846,848,Uh so do you want an upgrade to a different model?
3,54,22:09,22:10,1272.414,1273.414,849,849,And she's like yes please.
3,54,22:11,22:11,1274.414,1274.414,851,851,Ok well do you know what you want?
3,54,22:12,22:17,1275.414,1280.414,851,854,"And she's like I want a, somebody with a sense of adventure, right?"
3,55,22:18,22:23,1281.414,1286.414,855,858,"Like a rock climber or a masseuse, ooh can it be a rock-climbing masseuse?"
3,55,22:24,22:25,1287.414,1288.414,859,859,And they're like yeah yeah no problem.
3,"56, 57",22:26,22:42,1289.414,1305.414,861,870,"So they bring in a new robot, these two like blonde chicks bring in a new, you know formal-looking, I feel like we're in the future now, I mean, and then, by the way, everybody has an accent in this movie."
3,"57, 61",22:43,22:51,1306.414,1314.414,872,876,"And then, they bring in this other man, this other robot man, and he's off, but I guess she turns him on."
3,"58, 59",22:51,23:04,1314.414,1327.414,877,885,"Also she is like, wait, before they leave, and takes off his ring, gives him a kiss in the lips and lets them take the old robot."
3,"60, 61",23:05,23:13,1328.414,1336.414,887,891,"And then she puts on the ring on the new robot, like the wedding ring, and wakes him up, or you know, turns him on."
3,61,23:14,23:15,1337.414,1338.414,893,893,And now they're having dinner.
3,63,23:16,23:25,1339.414,1348.414,894,899,"And it's kind of similar, it's weird, because he's also commenting on how the asparagus is tender, but then HE is like oh I hear it's an aphrodisiac."
3,63,23:26,23:26,1349.414,1349.414,901,901,And she smiles.
3,62,23:27,23:35,1350.414,1358.414,901,906,"Oh also before that, she offers wine and he's like no I have a big climb tomorrow, which is very interesting, "
3,3000,23:35,23:50,1358.414,1373.414,907,916,"because it's like, you know what, everybody, I don't know it made me think there's problems with everybody, right, like you can design the perfect man but like yeah good luck with that, anyway."
3,62,23:51,23:55,1374.414,1378.414,917,919,"Um so he's like no I have a big climb tomorrow, I can't drink, and she's like oh, God."
3,3000,23:56,23:58,1379.414,1381.414,921,921,That's what she thinks to herself I'm sure.
3,"63, 64, 65",23:59,24:11,1382.414,1394.414,923,930,"But then he makes a comment about the aphrodisiac and she's like oh okay maybe this is better, and then he comes over and starts massaging her, which is the masseuse part, right, and she's so happy."
3,65,24:12,24:17,1395.414,1400.414,931,934,"And he's like how was your day, tell me about your day, which is the same thing that the other guy asked, which is also interesting."
3,"65, 66",24:18,24:36,1401.414,1419.414,935,946,"She starts telling him about her day, and goes on and on about how she went into town, and whatever, oh had lunch with Anna, and since it was their anniversary, and then, he turns her off."
3,66,24:37,24:38,1420.414,1421.414,948,948,So she was a robot.
3,67,24:39,24:42,1422.414,1425.414,949,950,"And then he just kicks back on the couch, and smokes."
3,3000,24:43,24:46,1426.414,1429.414,952,953,So that was an interesting movie.
-1,-1,24:49,24:51,1432.414,1434.414,956,956,"And I'm struggling to remember, let's see."
-1,-1,24:55,24:57,1438.414,1440.414,960,960,Let's see what else.
-1,-1,25:24,25:25,1467.414,1468.414,979,979,"Uh oh I don't know, I think I might be done."
-2,-2,25:26,25:30,1469.414,1473.414,981,982,I can't remember anything right now.
