movie,scene,starttime,endtime,startsec_adj,endsec_adj,startTR,endTR,text
5,"85, 86",04:22,04:34,176.762,188.762,119,126,"it's I think like the beginning of his eighth year here, so he's been the longest tenured junior member of the business, um so he's really expecting a promotion."
5,86,04:34,04:46,188.762,200.762,127,134,"So when he goes up to the fourth floor and sees this girl that he's in love with, he is sort of musing of how if he gets a promotion, he may get the girl to fall in love with him."
5,87,04:47,04:58,201.762,212.762,136,142,"And he pours her a coffee from the free coffee machine and he gives it to her and it says that she always really, it says that he always does that or routinely does that, but she actually doesn't like coffee."
5,88,04:58,05:10,212.762,224.762,143,150,"And then she pours the coffee out, it accidentally hits this guy who's doing the windows, and it looks like he falls a long way from the fourth floor, but doesn't really discover what happens to him."
5,"89,90",05:11,05:23,225.762,237.762,152,159,"And then he goes up to the eighth floor to meet his boss, where this guy Patrick Campbell had just been meeting with the boss, and he sees that he's going to get his promotion, "
5,"91, 92",05:24,05:39,238.762,253.762,160,169,"but it turns out he does not, the boss has given it to someone else and that someone else happened to be Patrick Campbell who was now going down to the fourth floor to meet Keith's love interest."
5,93,05:39,05:55,253.762,269.762,170,180,"And they are actually in love and they are kissing and Keith comes down the elevator all dejected to the 4th floor and then sees them kissing, then just gets, sort of watches it, she kicks her leg up, ."
5,94,05:56,06:13,270.762,287.762,182,192,"and it says that the elevator was open for an inordinately long time, and then it kinda closes, oh no so it doesn't close, and then Patrick Campbell asks him to hold the elevator and then blows her a kiss as he's coming in"
5,"94,95,96",06:14,06:30,288.762,304.762,194,203,"They go up a few floors and then as Patrick is leaving the elevator, she says to him, or uh Keith says to Patrick three words which are probably ""go fuck yourself"" and then he turns around and they get into a fight "
5,96,06:31,06:45,305.762,319.762,205,213,"and then Patrick Campbell punches him, and then Keith punches him and kills him, and then he realizes that there's, um, that he has to do something with the body, and he tries to not get caught."
5,98,06:46,06:54,320.762,328.762,215,219,It says in the movie he tries not to get caught because people don't like murderers; it's probably a fair enough statement.
5,98,06:55,07:06,329.762,340.762,221,227,"But as he's going, as he's going, he decides to bring him down the steps because he realizes how easily it could for him to get caught in the elevator, although I don't really understand that logic."
5,97,07:07,07:21,341.762,355.762,229,237,"And as he's taking him down the steps this woman from the 1st or 2nd floor is walking up the steps, and because she decided to take the steps because of some sort of exercise reason, "
5,99,07:22,07:41,356.762,375.762,239,251,"and she runs into him, and faints, and falls down a few stairs and it looks like she might have died as well, and he drags Patrick beyond her and then he realizes that once he gets to, I think it's the sixth floor or something,"
5,"100, 103",07:44,07:56,378.762,390.762,254,261,"that he's going to take the ladder but then his love interest comes up and she sees Patrick's dead body being lugged almost onto the elevator, "
5,"103, 104",07:56,08:05,390.762,399.762,262,267,"he almost runs in the elevator, sorry ladder, without seeing her, but she saw it and she fainted as well, but thankfully did not die, she did not fall down any stairs."
5,105,08:06,08:16,400.762,410.762,268,274,"And then he starts to take him down the elevator and then, sorry, I keep saying elevator, I mean ladder, down the ladder, "
5,105,08:16,08:26,410.762,420.762,275,281,"and then he sort of has this moment of epiphany that everyone wants the same thing: it's like promotion and a happy life, a good romantic life and all that stuff."
5,106,08:27,08:44,421.762,438.762,282,293,"And then it shoots to like this guy who's cleaning a floor below, and it looks like he has hung himself, and the guy seems him, and that's the end of that clip."
10,10000,08:45,08:49,439.762,443.762,294,296,"Then I'm going to go to the one, I think it was called ""Double Strawberry""?"
10,10000,08:49,08:51,443.762,445.762,297,297,It was the last clip I saw.
10,"182,183,185,186",08:51,09:09,445.762,463.762,298,309,"Okay so this clip starts with this woman who has pulled over, and is trying to use the phone, and the phone's not working and so she comes over and sees this guy listening to his headphones and asks if she can use his phone."
10,185,09:09,09:19,463.762,473.762,310,316,"And the lady's kind of wearing something bizarre, it's like-it's not like a kimono but there's something that-uh, like a weird sheet around her."
10,186,09:20,09:28,474.762,482.762,318,322,And the guy allows her to use the phone; she guarantees him that she's not going to steal the phone.
10,"187,188,189",09:28,09:41,482.762,495.762,323,331,"She tries to make a call to I think the police or someone, she's clearly in distress, and she is angered by what happens on the phone and throws down the phone and breaks it."
10,190,09:42,09:48,496.762,502.762,332,335,"And then guy is like ""hey um, you just broke my phone; can I like have 60 bucks or something."""
10,"191,192,194",09:48,10:12,502.762,526.762,336,351,"And she refuses because her, someone that she knows, apparently her partner, magician partner, drives under this nearby like over house, and so she walks towards him and the guy whose phone was broken follows her because he still wants money and she keeps ignoring him."
10,"197,198",10:14,10:28,528.762,542.762,354,362,"Then they approach the guy, the guy's car, and the guy asks who he is--No, first she asks where SHE is, some unknown girl, at least to this point, "
10,197,10:29,10:37,543.762,551.762,364,368,and then he sort of I think brushes that off and then asks who the guy is and needs to explain that his phone was blah blah blah blah blah.
10,200,10:38,10:44,552.762,558.762,370,373,And then at some point she aims a gun at the magician.
10,198,10:45,10:50,559.762,564.762,374,377,"And, oh, before that I think the magician asks like ""oh do you know who I am"" and he says no."
10,199,10:50,10:57,564.762,571.762,378,381,But then he realizes that he recognizes him as a guy who does a magic show and that the girl is a partner.
10,"200,201",10:59,11:09,573.762,583.762,384,389,"And then they're both aiming guns at each other, oh no, sorry, she's aiming a black gun at him, and he's sort of conjures up a gun, some sort of magic trick, as if he had one up his sleeve."
10,"204,206",11:12,11:27,586.762,601.762,392,401,"They're pointing at each other and then she kind of starts off towards the back of the car as the guy, as the magician guy starts like putting a spell on the guy whose phone was broken."
10,"208,209",11:28,11:44,602.762,618.762,403,413,"And there's this long sort of montage of like this strawberry being like spilled and the guy whose phone was broken keeps like getting further and further into being uh, into hallucinating."
10,209,11:44,11:49,618.762,623.762,414,416,"Um, um, and then he falls over."
10,"207,211",11:50,12:01,624.762,635.762,418,424,"And then the woman finds, goes into the back of the car and opens it up and then gets very angry, and comes back and shoots the magician, "
10,"211, 212, 213",12:01,12:19,635.762,653.762,425,436,"and the magician as he's falling down shoots her and then we see the guy whose phone was broken eating or like licking up the rest of like a full tub of ice cream, presumably strawberry, or double strawberry "
10,213,12:19,12:34,653.762,668.762,437,446,"and then we realize that he's been sort of turned into a dog, not physically, but he seems to be acting like a dog and he's like barking and like moving around on all fours."
10,213,12:35,12:47,669.762,681.762,448,455,"And then he moves back towards the car and we realize that presumably the girl that they were looking for was probably in the trunk and then she is out, she is also a dog,"
10,213,12:47,13:02,681.762,696.762,456,465,"and they are barking at each other and sort of sniffing each other and then they are playing sort of, possibly doggy love of some sort, but uh, a little bit tough to tell."
-1,-1,13:04,13:07,698.762,701.762,467,468,"Um, okay, I'm going to move on to another clip."
-1,-1,13:10,13:12,704.762,706.762,471,471,"Let's see, there was another,"
1,1000,13:12,13:14,706.762,708.762,472,473,"okay, so Catch Me if You Can."
1,"5, 6",13:15,13:24,709.762,718.762,474,479,"Uh this clip starts with, there's some sort of game show, and then there are three contestants on the show, that are all being asked their name, and they all say the exact same name."
1,6,13:25,13:29,719.762,723.762,481,483,I think it's like Frank William Hardigan? Something like that.
1,7,13:31,13:49,725.762,743.762,485,496,"And one of them, the middle one is Leo DiCaprio, and then there's a voiceover kind of explaining this guy's life, about how he has sort of just gone in and out being caught in various places---"
1,7,13:50,14:02,744.762,756.762,498,505,"or sorry he's just like a huge fraud, he's got like, made fraudulent behavior in like 30 different countries, 26 out of 50 countries or something, I don't know why I remember those numbers, probably wrong."
1,10,14:04,14:30,758.762,784.762,507,523,"And then we go into uh, there's like a flashback or a flash-forward or like a flash somewhere to this clip in Germany where Tom Hanks is some sort of inspector, being asked to go interview him or just see what he's up to in some way"
1,1000,14:30,14:31,784.762,785.762,524,524,I didn't actually see this movie.
1,"11,13,16",14:32,14:52,786.762,806.762,526,538,"Um and so he's led into the prison and then he is shown the little flap where you can talk to Leo DiCaprio, and he opens it up but he realizes that Leo DiCaprio is not doing very well and then sort of collapses, "
1,"17,18",14:52,15:01,806.762,815.762,539,544,"and then he calls for a doctor, and then they get a group of people to carry him to a bed, a hospital bed."
1,19,15:01,15:08,815.762,822.762,545,549,"But it turns out that the hospital bed, or the doctor is not in and won't be in until the next day."
1,"21,23,25",15:09,15:18,823.762,832.762,550,555,"And then we see a clip of Leo DiCaprio trying to escape through the prison, and then getting caught by the guards, "
1,"21, 25",15:18,15:28,832.762,842.762,556,562,"and then there's like tons of different, tons of prisoners cheering, I don't know, making a lot of noise, cheering for his escape but he doesn't like make it."
1,1000,15:29,15:33,843.762,847.762,564,565,"Um, that's what I got for that one."
-1,-1,15:34,15:37,848.762,851.762,567,568,"Um let's see, there's one called the Prisoner."
3,3000,15:37,15:38,851.762,852.762,569,569,The one called The Boyfriend.
3,3000,15:38,15:40,852.762,854.762,570,570,"Uh, yeah, this is a cool clip."
3,43,15:42,15:48,856.762,862.762,572,575,"So, there's a scene with a man and a woman and it seems to be some sort of romantic dinner."
3,44,15:49,15:56,863.762,870.762,577,581,"And the woman is like asking him about his wine and tries to go pour him some wine, and the man refuses."
3,47,15:58,16:08,872.762,882.762,583,589,"And she tries to get him to loosen up, she mentions that it's their anniversary, but he says that he's got like stuff the next day, something to get up for the next morning."
3,46,16:10,16:25,884.762,899.762,591,600,"Oh but, and then she said that uh, she compliments the asparagus and she says that it's an aphrodisiac, or she says that people say that it's an aphrodisiac and I think he says, oh, what people?"
3,46,16:26,16:33,900.762,907.762,602,605,"And she says, I don't know, like people, like you know, they, like it's a thing people say."
3,46,16:33,16:39,907.762,913.762,606,609,"And he is like generally very un, uncommunicative."
3,47,16:39,16:52,913.762,926.762,610,618,"And at some point she says like oh I wanted a, you're a computer analyst, not a surgeon, or something."
3,49,16:52,16:57,926.762,931.762,619,621,"And then she goes over to him, this is a little bit out of order, "
3,49,16:58,17:08,932.762,942.762,623,629,"but she comes over to him and says like, I don't know, she says something else like, like um, oh, like, all I want is like some, "
3,49,17:12,17:18,946.762,952.762,632,635,"yeah, if I'm lucky I'll get some mechanical sex or something later."
3,"50,51",17:19,17:34,953.762,968.762,637,646,"And he, and then she goes over to him to apologize and say she didn't mean that but then she, there's a switch behind his neck, that she flips, and actually it turns him off, so he seems to be some sort of robot."
3,"51,52,53",17:35,17:52,969.762,986.762,648,658,And then the next thing we see is like he's still lying there with his head forward like lifeless and she is on the computer looking for a new robot to buy
3,54,17:52,18:15,986.762,1009.762,659,673,"and she makes a call to ask to say like that oh this series, her boyfriend is like not, is not doing it for her, and she is looking for a new one, so she upgrades and then they like acknowledge oh yeah like the 100 series can get like that or something."
3,55,18:19,18:27,1013.762,1021.762,677,681,"And so she asks for um, a new one that's a masseuse and a, what a lumberjack or something?"
3,"57,58",18:28,18:41,1022.762,1035.762,683,691,"And then she goes in, and as they're showing her the new guy, they actually bring in the old guy and they start wheeling him away and she goes in and gives him a final kiss before he leaves."
3,61,18:42,18:47,1036.762,1041.762,692,695,And then she comes over and then flip the new guy on and then you know they go back.
3,61,18:47,18:51,1041.762,1045.762,696,697,"And then you see them at home, and they're having a very similar scene as the one, "
3,"59,60",18:51,18:55,1045.762,1049.762,698,700,oh yeah so she also takes the ring off the old guy and puts it on the new one.
3,62,18:55,19:08,1049.762,1062.762,701,709,"Um and they show the new scene of them talking and at first it starts the same, he refuses wine, 'cause he has to go somewhere later the next day, "
3,63,19:09,19:18,1063.762,1072.762,710,715,"but then he brings up the asparagus and how it's good and then he mentions that it's an aphrodisiac and she questions like who says that and he says, oh you know, they."
3,"64,65",19:19,19:32,1073.762,1086.762,717,725,"And then the great, he comes over and starts massaging her, and it seems like oh yeah, this is like a much better boyfriend, and all of this is perfect, and stuff."
3,66,19:32,19:39,1086.762,1093.762,726,729,"And then the great ironic switch is that he actually flips her off, she apparently has one of these things too."
3,3000,19:39,19:46,1093.762,1100.762,730,734,"So we didn't see that coming because we thought she was a human and looking for other robots, but apparently they're all robots."
3,"66,67",19:48,19:52,1102.762,1106.762,736,738,And then he switches her off and then goes and watches sports and lights a cigarette.
3,48,19:53,20:01,1107.762,1115.762,740,744,"Oh yeah and I should say that at some point the previous boyfriend had lit a cigarette and she asked, she first like took it and threw it out, and then he lit another one."
3,3000,20:03,20:05,1117.762,1119.762,746,747,And so clearly they were not getting along.
3,3000,20:05,20:08,1119.762,1122.762,748,749,"Okay, I think that's good for that clip."
7,7000,20:09,20:14,1123.762,1128.762,750,753,"Then there was a clip called the Prisoner, what seemed to be an older clip, "
7,"138,139",20:18,20:21,1132.762,1135.762,756,757,"where this guy was in this town, he was trying to make a call, he seemed to be lost."
7,139,20:22,20:30,1136.762,1144.762,759,763,And the woman that he's talking to in this sort of restaurant-type area points him in the direction of a phone.
7,141,20:31,20:44,1145.762,1158.762,765,773,"He picks up a phone; it's not really a phone booth, it's just like a stray big phone, like they would have in the mobile phones in the, not quite mobile, but like the phones you could carry around in your house that are kind of clunky and big."
7,141,20:44,20:53,1158.762,1167.762,774,779,"Picks up and tries to make a call, but the operator requires a number from him, like to reach him at."
7,-1,20:54,20:58,1168.762,1172.762,780,782,"And so he is, uh, "
7,141,21:00,21:05,1174.762,1179.762,784,787,he says he didn't know the number so he couldn't make the call.
7,144,21:05,21:18,1179.762,1192.762,788,795,"Someone drives by, and he jumps in and says, and he asks, it's a woman, an Asian woman on a golf cart, and she, he basically asks to take him as far away as possible."
7,144,21:18,21:20,1192.762,1194.762,796,797,It is a golf cart or a real car? I don't remember.
7,144,21:21,21:23,1195.762,1197.762,798,799,Take him as far away as she could.
7,145,21:23,21:27,1197.762,1201.762,800,801,"And so she just doesn't take him that far, it's like basically within the same town."
7,145,21:29,21:40,1203.762,1214.762,804,810,"And she, and they have a short conversation about the town and how it's very cosmopolitan; and she speaks, she mentions something in French and he says they're also Poles and Czechs there."
7,"146,147,148,149",21:40,21:59,1214.762,1233.762,811,823,"He gets out of the car and then he goes into like a shop with a map, and he asks for a map, and all that the maps has on it is like the stuff within the town, and it's got like mountains but it's basically just the town itself."
7,150,21:59,22:10,1233.762,1244.762,824,830,"So he asks for a bigger map, and of course he's given a map in color this time, and it opens up and it's like bigger but it's actually just  a more detailed map of the same area."
7,151,22:11,22:23,1245.762,1257.762,832,839,"And he asks for a map of, that has a wider area and it didn't seem like there were able to oblige him in that."
7,7000,22:23,22:25,1257.762,1259.762,840,840,So it seems like he's kind of stuck in this little town.
6,6000,22:28,22:32,1262.762,1266.762,843,845,"Ok, I'm going to go to another clip, called the Rock."
6,6000,22:33,22:43,1267.762,1277.762,846,852,So in this clip we are just following like a rock along as he sort of changes sizes and forms.
6,111,22:43,22:50,1277.762,1284.762,853,857,"So the rock starts as just like a pair of eyes and nose on top of a, as like a whole mountain."
6,111,22:51,22:57,1285.762,1291.762,858,861,"In like prehistoric times, you like see a little prehistoric fish come up and like look at it and like go back."
6,111,22:58,23:02,1292.762,1296.762,863,865,"It's actually not really a fish, more like a salamander, an amphibious thing."
6,113,23:02,23:21,1296.762,1315.762,866,877,"And then he, and then you see, there's like sort of a jumping around in time, where we see him like change forms, you know the mountain like becomes under water or whatever, gets ground down to like the size of like a boulder."
6,114,23:22,23:28,1316.762,1322.762,879,882,"And then there's like a tree on top of the boulder, and then there's like this grass, so like maybe closer to I don't know,"
6,114,23:28,23:40,1322.762,1334.762,883,890,"maybe more modern times and then yeah it is modern times because someone is cutting down a branch of the tree with a saw, an electric saw."
6,"115,116",23:40,24:00,1334.762,1354.762,891,903,"And then that falls on him and then he sort of grows legs of some sort, he is able to walk around and walk away, but then gets caught, and then, how does he get caught, I don't remember."
6,116,24:00,24:11,1354.762,1365.762,904,911,"He eventually becomes like a wheel, a wheel that's used in machinery to like churn things out, and then sort of gets ground down from there."
6,"122,123",24:12,24:22,1366.762,1376.762,912,918,"At some point it becomes like, about the size of a foot and is found by a paleontologist."
6,123,24:23,24:35,1377.762,1389.762,920,927,"It looks like it has a, some sort of trilobite fossil on the bottom of it, so the paleontologist is all excited, picks it up, and puts it in a little box."
6,124,24:35,24:42,1389.762,1396.762,928,931,"And then he's on display for a while, and then he grounds down smaller."
6,"127,128,129",24:42,24:56,1396.762,1410.762,932,941,"It's in some sort of city setting and gets thrown through the window where there's couples having dinner and then comes out the other side, and then gets ground down further. "
6,-1,24:56,25:02,1410.762,1416.762,942,945,"um,"
6,129,25:04,25:19,1418.762,1433.762,947,956,"um, yeah, he's like sort of run over by this like, by a steam roller, and then he becomes very small, gets picked up, and um,"
6,"130,131",25:19,25:31,1433.762,1445.762,957,964,"it's eventually deposited near a beach, and then is picked up by like a big lift that is depositing minerals to be some sort of refinery."
6,"132,136",25:33,25:39,1447.762,1453.762,966,969,"And then it's like molten stuff, and then eventually goes back to being a mountain again."
6,6000,25:39,25:42,1453.762,1456.762,970,971,So it's a huge circle of life with the rocks and stuff.
-1,-1,25:43,25:47,1457.762,1461.762,973,975,"Um cool, what is another clip."
-2,-2,26:52,26:58,1526.762,1532.762,1019,1022,"Janice I can't, I think I'm missing a clip but can't think of what it is, so, I guess I'm done for now."
