word,word_onsets,word_offsets,boundary,agreement
ran,308.54500005615233,308.815000045166,,
with,308.815000045166,308.9549999597168,,
a,308.9549999597168,308.9850000183105,,
photo,308.9850000183105,309.89500000122064,,
of,309.89500000122064,310.0649999743652,,
him,310.0649999743652,310.48500007690427,,
leaving,310.99499999633787,311.39500005981444,,
the,311.39500005981444,311.45499999755856,,
scene,311.45499999755856,311.8949999597168,,
cape,311.8949999597168,312.3850000195312,,
flowing,312.3850000195312,312.8249999816894,,
behind,312.8249999816894,313.26499994384767,,
him,313.26499994384767,313.5750000109863,,
doing,313.8149999414062,314.11499998901365,,
this,314.11499998901365,314.50500003295895,,
ns,315.31499999999994,316.2949999401856,1.0,0.1463414634146341
and,317.4749999121093,317.6849999633789,,
thats,317.6849999633789,318.2449999804687,,
what,318.3650000354004,318.5049999499512,,
made,318.5049999499512,318.74500005981446,,
him,318.74500005981446,318.88499997436526,,
a,318.88499997436526,318.915000032959,,
sensation,318.915000032959,319.88499995361326,,
on,319.95499991088866,320.15499994262694,,
campus,320.15499994262694,320.7049999401855,,
people,321.1050000036621,321.3349999145508,,
started,321.3349999145508,321.62499994262697,,
dressing,321.62499994262697,322.0849999438476,,
like,322.0849999438476,322.30500001464844,,
him,322.30500001464844,322.5950000427246,,
and,322.5950000427246,322.86500003173825,,
and,322.7050000781249,323.26499991577145,,
quoting,323.2949999743652,323.6449999401855,,
him,323.6449999401855,323.8050000732422,,
in,323.8050000732422,323.92499994873043,,
class,323.92499994873043,324.4450000671386,,
the,324.9249999279785,325.00500008422847,,
ram,325.00500008422847,325.39499994873046,,
ran,325.39499994873046,325.57499994140625,,
five,325.57499994140625,326.0150000830078,,
major,326.0150000830078,326.26500003295894,,
stories,326.26500003295894,326.6749999365234,,
about,326.6749999365234,326.86499994873043,,
pie,326.86499994873043,327.0850000195312,,
man,327.0850000195312,327.3550000085449,,
all,327.5949999389648,327.8150000097656,,
of,327.8150000097656,327.89499998657226,,
them,327.89499998657226,328.0649999597168,,
by,328.0649999597168,328.2449999523925,,
me,328.2449999523925,328.46500002319334,1.0,0.2536585365853658
and,329.9149999841308,330.0849999572754,,
toward,330.0849999572754,330.2649999499511,,
the,330.2649999499511,330.3449999267578,,
end,330.3449999267578,330.4850000207519,,
of,330.4850000207519,330.5449999584961,,
this,330.5449999584961,330.76500002929686,,
run,330.76500002929686,330.94500002197265,,
i,330.94500002197265,331.014999979248,,
was,331.014999979248,331.16499991333006,,
out,331.16499991333006,331.2749999487304,,
at,331.2749999487304,331.3549999255371,,
a,331.3549999255371,331.38499998413084,,
bar,331.38499998413084,331.6950000512695,,
one,331.6950000512695,331.89500008300774,,
night,331.89500008300774,332.2450000488281,,
and,332.2450000488281,332.3749999438476,,
i,332.3749999438476,332.4350000610352,,
saw,332.4350000610352,332.8349999450683,,
i,333.5150000170898,333.764999967041,,
came,333.764999967041,334.11499993286134,,
in,334.11499993286134,334.1950000891113,,
i,334.1950000891113,334.25500002685544,,
saw,334.25500002685544,334.4049999609375,,
in,334.4049999609375,334.50499997680663,,
the,334.50499997680663,334.56499991455075,,
corner,334.56499991455075,335.4349999987793,,
angela,336.52499997436524,337.01500003417965,,
from,337.01500003417965,337.26499998413084,,
my,337.26499998413084,337.3950000585937,,
brit,337.3950000585937,337.6650000476073,,
lit,337.6650000476073,337.8550000598144,,
class,337.8550000598144,338.4750000146484,,
drinking,338.7750000622558,339.0849999499511,,
with,339.0849999499511,339.2050000048828,,
some,339.2050000048828,339.36499995849607,,
friends,339.36499995849607,339.8149999401855,,
and,340.2450000622558,340.3849999768066,,
now,340.3849999768066,340.49500001220696,,
angela,340.49500001220696,340.8449999780273,,
and,340.8449999780273,340.9349999743652,,
i,340.9349999743652,341.0550000292968,,
had,341.0550000292968,341.2250000024414,,
been,341.2250000024414,341.5150000305176,,
flirting,341.5749999682617,342.06500002807616,,
for,342.06500002807616,342.24500002075195,,
two,342.24500002075195,342.4350000329589,,
months,342.4350000329589,342.87499999511715,,
or,343.8749999743652,344.1850000415039,,
i,344.8549999145507,345.0150000476074,,
had,345.0150000476074,345.17500000122067,,
been,345.17500000122067,345.334999954834,,
flirting,345.334999954834,345.81499999511715,,
with,345.81499999511715,345.92500003051754,,
her,345.92500003051754,346.34499995361324,,
and,347.7149999377441,347.9149999694824,,
with,347.9149999694824,348.0250000048828,,
such,348.0250000048828,348.4350000878906,,
nuance,348.695000057373,349.3450000708008,,
that,349.3450000708008,349.5449999230957,,
there,349.65499995849603,349.81499991210933,,
was,349.81499991210933,349.9650000256347,,
a,349.9650000256347,350.00499992431634,,
question,350.00499992431634,350.42500002685546,,
about,350.42500002685546,350.6549999377441,,
whether,350.6549999377441,350.8349999304199,,
she,350.8349999304199,351.04499998168944,,
knew,351.04499998168944,351.27500007202144,,
i,351.27500007202144,351.4250000061035,,
existed,351.4250000061035,351.9950000427246,1.0,0.1756097560975609
so,354.39500006469723,354.5850000769043,,
i,354.5850000769043,354.8450000463867,,
i,354.8450000463867,354.9749999414062,,
saw,354.9749999414062,355.23499991088863,,
her,355.23499991088863,355.3750000048828,,
there,355.3750000048828,355.5650000170898,,
and,355.5650000170898,355.6550000134277,,
made,355.6550000134277,355.8049999475097,,
a,355.8049999475097,355.8350000061035,,
mental,355.8350000061035,356.13500005371094,,
note,356.13500005371094,356.38500000366207,,
to,356.38500000366207,356.51500007812496,,
do,356.51500007812496,356.67500003173825,,
nothing,356.67500003173825,356.99499993896484,,
about,356.99499993896484,357.27499994750974,,
it,357.27499994750974,357.36499994384764,,
and,358.9549999987793,359.0449999951172,,
then,359.0449999951172,359.1550000305176,,
i,359.1550000305176,359.2149999682617,,
went,359.2149999682617,359.39499996093747,,
to,359.39499996093747,359.47499993774414,,
the,359.47499993774414,359.54500007446285,,
bar,359.54500007446285,360.01499991577145,,
to,361.1549999890136,361.3149999426269,,
buy,361.3149999426269,361.4949999353027,,
a,361.4949999353027,361.5249999938965,,
round,361.5249999938965,361.93500007690426,,
and,362.6049999499512,362.8450000598144,,
i,362.6049999499512,362.7949999621582,,
felt,362.7949999621582,363.03500007202143,,
a,363.03500007202143,363.0749999707031,,
tap,363.0749999707031,363.4249999365234,,
on,363.4249999365234,363.4950000732421,,
my,363.4950000732421,363.5850000695801,,
shoulder,363.5850000695801,364.1050000085449,,
and,365.444999934082,365.57500000854486,,
it,365.57500000854486,365.634999946289,,
was,365.634999946289,365.7750000402832,,
her,365.7850000598144,366.3250000378418,,
and,367.4450000720215,367.5549999279785,,
she,367.5549999279785,367.6649999633789,,
said,367.6649999633789,368.08500006591794,,
jim,369.3949999328613,369.62500002319337,,
we,369.62500002319337,369.7949999963378,,
were,369.7949999963378,369.9250000708008,,
just,369.9250000708008,370.1449999621582,,
talking,370.1449999621582,370.4249999707031,,
about,370.4249999707031,370.62500000244137,,
how,370.62500000244137,370.8049999951172,,
you,370.8049999951172,371.215000078125,,
always,371.215000078125,371.77499991577145,,
seem,371.77499991577145,372.1150000415039,,
to,372.1150000415039,372.2649999755859,,
know,372.2649999755859,372.9949999658203,,
when,372.9949999658203,373.7550000146484,,
and,374.0049999645996,374.16499991821286,,
where,374.16499991821286,374.6649999975586,,
pie,374.6649999975586,375.0249999829101,,
man,375.0249999829101,375.26499991333,,
will,375.26499991333,375.3949999877929,,
strike,375.3949999877929,375.98500006347655,,
and,376.9750000231933,377.3149999694824,,
we,377.3149999694824,377.584999958496,,
were,377.584999958496,377.7350000720214,,
wondering,377.7350000720214,378.3450000073242,,
are,379.4149999438477,379.565000057373,,
you,379.565000057373,380.1749999926757,,
pie,380.334999946289,380.6349999938964,,
man,380.6349999938964,380.994999979248,1.0,0.3170731707317073
and,383.8050000842285,383.92499995971673,,
i,383.92499995971673,384.024999975586,,
knew,384.024999975586,384.4849999768066,,
by,384.4849999768066,384.6449999304199,,
the,384.6449999304199,384.7349999267578,,
way,384.7349999267578,384.8950000598144,,
she,384.8950000598144,385.0550000134277,,
said,385.0550000134277,385.33500002197263,,
it,385.33500002197263,385.445000057373,,
i,385.445000057373,385.5849999719238,,
knew,385.5849999719238,386.1349999694824,,
that,386.9749999951172,387.0850000305176,,
if,387.0850000305176,387.1850000463867,,
i,387.1850000463867,387.2950000817871,,
said,387.2950000817871,387.53500001220704,,
yes,387.53500001220704,387.94499991577146,,
she,387.94499991577146,388.1250000878906,,
would,388.1250000878906,388.24499996337886,,
have,388.24499996337886,388.37500003784174,,
sex,388.37500003784174,388.7949999609375,,
with,388.7949999609375,388.9350000549316,,
me,388.9350000549316,389.1350000866699,,
and,392.0650000671386,392.4050000134277,,
wasnt,392.4050000134277,393.12499998413085,,
i,393.12499998413085,393.3949999731445,,
really,393.51500002807614,393.9449999707031,,
pie,393.9449999707031,394.265000057373,,
man,394.265000057373,394.8150000549316,,
for,398.50500008422847,398.9849999450684,,
having,398.9849999450684,399.3749999890137,,
brought,399.3749999890137,399.7550000134277,,
him,399.7550000134277,399.9249999865722,,
into,399.9249999865722,400.1749999365234,,
being,400.1749999365234,400.8349999694824,,
didnt,401.0249999816894,401.2149999938964,,
she,401.2149999938964,401.4350000646973,,
only,401.4350000646973,401.72499991333007,,
know,401.72499991333007,402.0249999609375,,
about,402.0249999609375,402.3450000476074,,
him,402.3450000476074,402.4350000439453,,
through,402.4350000439453,402.7250000720215,,
me,402.7250000720215,403.33500000732414,,
but,404.7749999487304,405.2349999499512,,
she,405.175000012207,405.42499996215815,,
had,405.42499996215815,405.5249999780273,,
asked,405.5249999780273,405.8150000061035,,
me,405.8150000061035,405.8949999829101,,
a,405.8949999829101,405.92500004150384,,
straightforward,405.92500004150384,406.5550000158691,,
question,406.5550000158691,407.0749999548339,,
that,407.59500007324215,407.73499998779295,,
came,407.73499998779295,407.9450000390625,,
with,407.9450000390625,408.0649999145508,,
a,408.0649999145508,408.0949999731445,,
straightforward,408.0949999731445,408.6950000683593,,
answer,408.775000045166,409.0550000537109,,
in,409.0550000537109,409.1350000305175,,
fact,409.1350000305175,409.5950000317383,,
i,410.1750000878906,410.30499998291015,,
wasnt,410.30499998291015,410.7950000427246,,
pie,410.7950000427246,411.0249999536133,,
man,411.0249999536133,411.5150000134277,,
as,411.57499995117183,411.7549999438476,,
far,411.7549999438476,411.9150000769043,,
as,411.9150000769043,412.01499991333,,
i,412.01499991333,412.0750000305175,,
knew,412.0750000305175,412.2249999645996,,
i,412.2249999645996,412.2949999218749,,
had,412.2949999218749,412.4550000549316,,
never,412.4550000549316,412.8749999780273,,
seen,413.10500006835935,413.5249999914551,,
the,413.5249999914551,413.5949999487305,,
guy,413.5949999487305,414.03499991088864,,
out,414.2549999816894,414.4149999353027,,
of,414.4149999353027,414.4850000720214,,
costume,414.51499995117183,415.125000065918,,
so,416.1649999438477,416.35499995605466,,
i,416.35499995605466,416.4549999719238,,
looked,416.4549999719238,416.69500008178704,,
at,416.69500008178704,416.7550000195312,,
her,416.7550000195312,416.8349999963378,,
and,416.91499997314446,417.084999946289,,
i,416.9249999926757,417.0049999694824,,
said,417.0049999694824,417.4349999121093,,
yes,419.6549999414062,420.1750000598144,,
angela,420.1750000598144,420.5949999829101,,
i,421.535000024414,421.7350000561523,,
am,421.7350000561523,421.9749999865722,,
pie,421.9749999865722,422.2650000146484,,
man,422.2650000146484,422.6149999804687,1.0,0.2536585365853658
and,424.945000045166,425.0550000805664,,
she,425.0550000805664,425.17499995605465,,
said,425.17499995605465,425.4150000659179,,
oh,425.4150000659179,425.5449999609375,,
good,425.5449999609375,425.9750000830078,,
now,426.8550000073242,426.9450000036621,,
buy,426.9450000036621,427.2450000512695,,
me,427.2450000512695,427.5350000793457,,
a,427.3849999658202,427.60500003662105,,
beer,427.505000020752,427.82499992797847,,
and,428.30499996826165,428.7949998486328,,
tell,428.5949999963378,428.90500006347656,,
me,428.8549999658203,428.9450001416015,,
all,428.9449999621582,429.2049999316406,,
about,429.1049999157714,429.52500001831055,,
it,429.3249999865722,430.8849999829101,,
